name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Доставка товаров Студия,"Доставка товаров, предоставляется компанией Студия",услуга,Образование,Услуга,Услуга,96.04,
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",час,Красота,Услуга,Услуга,62.01,
Стиральная машина Danone 4987,"Стиральная машина Danone 4987, реальный товар",м,Бытовая техника,Товар,Товар,26.30,8433.36.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",час,Логистика,Услуга,Услуга,62.01,
Обучение языку ПРО,"Обучение языку, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,96.04,
Уборка помещения Центр,"Уборка помещения, предоставляется компанией Центр",услуга,ИТ услуги,Услуга,Услуга,85.41,
Посудомоечная LG 8303,"Посудомоечная LG 8303, реальный товар",л,Бытовая техника,Товар,Товар,14.12,8459.66.100
Ремонт техники ПРО,"Ремонт техники, предоставляется компанией ПРО",месяц,Логистика,Услуга,Услуга,49.41,
Ремонт техники Центр,"Ремонт техники, предоставляется компанией Центр",курс,Логистика,Услуга,Услуга,85.41,
Уборка помещения ПРО,"Уборка помещения, предоставляется компанией ПРО",месяц,Образование,Услуга,Услуга,96.04,
Косметический уход Сервис,"Косметический уход, предоставляется компанией Сервис",курс,Логистика,Услуга,Услуга,96.04,
Краска LG 8523,"Краска LG 8523, реальный товар",кг,Материалы,Товар,Товар,15.29,8494.53.100
Хлеб Adidas 6880,"Хлеб Adidas 6880, реальный товар",л,Продукты,Товар,Товар,14.12,8438.38.100
Консультация адвоката Студия,"Консультация адвоката, предоставляется компанией Студия",час,ИТ услуги,Услуга,Услуга,96.04,
Рубашка Samsung 1611,"Рубашка Samsung 1611, реальный товар",м,Одежда,Товар,Товар,26.30,8438.83.100
Ботинки Nike 3749,"Ботинки Nike 3749, реальный товар",м,Обувь,Товар,Товар,26.30,8473.36.100
Смартфон Bosch 7300,"Смартфон Bosch 7300, реальный товар",кг,Электроника,Товар,Товар,26.30,8449.86.100
Джинсы Danone 6774,"Джинсы Danone 6774, реальный товар",л,Одежда,Товар,Товар,10.51,8460.24.100
Ноутбук Nike 6008,"Ноутбук Nike 6008, реальный товар",м,Электроника,Товар,Товар,14.12,8413.61.100
Разработка веб-сайта Сервис,"Разработка веб-сайта, предоставляется компанией Сервис",час,ИТ услуги,Услуга,Услуга,85.41,
Цемент Samsung 1548,"Цемент Samsung 1548, реальный товар",м,Материалы,Товар,Товар,27.51,8485.93.100
